,6.0,7.0,8.0,9.0
0.05,-0.16152786835560684,-0.06010538092863482,0.01029831861269126,0.06524037225878576
0.1,-0.017445139843545232,0.05683927571125946,0.11469790129947355,0.16256297125168584
0.15,0.08692396619233356,0.15097238054166895,0.20329916790834823,0.24784594566205742
