Revenue,EBITDA,Interest,Tax,NOPAT,D&A,CapEx,ΔWC,Levered CF,Equity CF,Total Debt,Exit Year,Equity Value,IRR,MOIC
5606.0,1177.26,943.4898000000001,58.44254999999998,175.32764999999995,61.80615,235.452,2.8029999999999973,-1.1212000000000444,-0.2803000000000111,24019.187299999998,,,,
5886.3,1236.123,1046.5392920000002,47.39592699999997,142.18778099999992,64.89645750000001,247.22460000000004,2.94315000000001,-43.083511500000135,-10.770877875000032,26710.820956625,,,,
6180.615000000001,1297.9291500000002,1154.204638265,35.93112793375002,107.79338380125006,68.14128037500001,259.58583000000004,3.0903075000000015,-86.74147332374997,-21.685368330937493,29522.514008265316,,,,
6489.645750000001,1362.8256075000002,1266.6723603306127,24.03831179234686,72.11493537704058,71.54834439375001,272.56512150000003,3.244822874999997,-132.14666460420943,-33.03666615105236,32459.071335926892,,,,
6814.128037500001,1430.966887875,1384.1346534370757,11.7080586094811,35.1241758284433,75.12576161343752,286.19337757500006,3.407064018750006,-179.35050415186925,-44.83762603796731,35525.43922234453,,,,
,,,,,,,,,,,5.0,-22646.73723146953,,-0.8641137830349657
